NN,PRP,MD,VB,PRP,IN,DT,NN
NN,VBD,PRP$,NN,NN,VBD,PRP$,NN
PRP,MD,VB,DT,NN,IN,NN,NN
VB,JJ,NN,POS,NN,NN,RP,NN
VBP,RB,VB,PRP,VB,IN,PRP$,NN
NN,VB,DT,NN,VBZ,VBN,IN,NNS
VB,PRP,IN,RB,JJ,VBP,IN,PRP
IN,JJ,VBP,RB,VBG,NN,IN,PRP
IN,DT,JJ,NN,PRP,MD,VB,PRP
CC,DT,VBN,IN,DT,JJ,JJ,NN
VB,PRP,JJ,PRP,MD,DT,VB,NN
NN,RB,JJ,NNS,VBP,TO,DT,NN
IN,DT,NN,PRP,VBD,DT,NN,NN
CC,RB,PRP,VBP,NN,VB,DT,NN
NN,IN,DT,NN,NN,RP,DT,NN
IN,JJ,VBP,POS,RP,IN,JJ,NN
JJ,VBD,DT,NN,IN,JJ,NN,POS
VB,CD,IN,PRP,VBD,NNS,DT,NN
DT,VBZ,WRB,PRP,VBP,PRP,RB,VBP
NN,RB,WP,JJ,NN,VBD,JJ,NN
RB,DT,JJ,NN,MD,VB,DT,NN
IN,PRP$,NN,PRP,MD,RB,VB,IN
RB,DT,JJ,NN,VBZ,VBG,IN,NN
NN,JJ,IN,NN,NN,NN,IN,PRP
NN,RB,VB,TO,VB,PRP$,NN,RB
NN,VBP,NN,RB,IN,DT,NN,NN
CC,RB,VB,VB,IN,PRP,VBP,VBN
NN,RB,CC,VB,JJ,NN,VBD,NNS
DT,NN,MD,RB,VB,DT,NN,VB
VB,DT,NN,NN,VBP,DT,NNS,VBP
PRP,MD,VB,PRP,PRP,MD,VB,PRP
PRP,VBP,PRP,IN,DT,NN,NN,PRP
PRP,VBP,VB,PRP,WRB,PRP,IN,NN
NN,VBP,IN,PRP,VBP,JJ,RB,RB
EX,VBD,NNS,PRP,MD,RB,VB,RB
JJ,VBD,DT,CD,IN,NN,NN,NN
PRP,VBD,DT,NN,RP,IN,DT,NN
NNS,CC,PRP$,NNS,IN,NN,POS,NN
NN,TO,VB,JJ,VBD,TO,VB,NN
RB,WRB,PRP,VBP,DT,NN,VBZ,VBN
NN,NN,VBP,RB,VB,RB,IN,PRP
CC,VB,MD,VB,MD,VB,VB,VB
DT,NNS,RB,RB,IN,EX,JJ,NN
VB,PRP,NNS,VBP,RB,VB,PRP$,NN
PRP,VBP,VBN,TO,VB,PRP,VBP,IN
PRP,VBD,PRP$,NN,WRB,NN,VBD,JJ
RB,PRP,MD,RB,VB,WRB,JJ,NN
RB,RB,IN,DT,NN,IN,NN,NN
PRP,MD,VB,IN,PRP$,NN,VBD,PRP
WRB,DT,NN,NN,VBZ,VBN,IN,PRP
CC,NN,VBD,RB,NN,IN,NN,NN
IN,NN,NNS,PRP,VBD,IN,DT,NN
RB,VB,RP,CC,RB,VB,DT,NN
NN,NNS,CC,DT,NNS,VB,PRP$,NN
JJ,NNS,PRP,VBZ,PRP,IN,DT,NN
DT,JJS,NN,CC,JJ,NNS,RP,NN
NN,DT,IN,PRP,VBP,PRP,VBP,VB
PRP,VBP,NN,NNS,CC,NNS,IN,NN
IN,DT,NN,JJ,NN,JJ,NN,NN
RB,WP,DT,NN,PRP,VBP,VBP,RB
IN,NN,NNS,NN,JJ,IN,NN,NN
NN,NNS,CC,NNS,VBP,NN,NN,NN
VB,PRP,IN,JJR,NNS,IN,DT,NN
NN,VBP,RB,VBN,CC,DT,JJ,NN
PRP,VBP,RB,EX,VBZ,NN,JJ,NN
NN,NN,MD,VB,TO,VBG,NNS,VBD
CC,PRP$,JJ,NN,IN,DT,NN,NN
NN,CC,VB,PRP,IN,DT,NN,NN
MD,RB,VB,IN,DT,NNS,TO,VB
PRP,VBZ,PRP$,NN,IN,NN,JJ,NN
NN,POS,IN,DT,NN,VB,PRP$,NN
DT,CD,IN,NN,IN,DT,NN,NN
IN,PDT,DT,NNS,PRP,VBP,IN,PRP
RB,IN,NN,NNS,RB,IN,NN,NN
CC,PRP,VBZ,DT,VBG,RB,TO,PRP
VB,DT,JJ,NN,IN,DT,JJ,NN
IN,PRP$,NN,PRP,VBD,NN,PRP,VBP
VBG,IN,VBG,PRP,NNS,IN,DT,NN
VB,RP,IN,NN,POS,IN,JJ,NN
RB,VB,DT,NNS,RB,VBD,PRP,RP
NN,VBP,IN,TO,VB,DT,NN,RP
DT,JJS,JJ,NN,WP,VBD,JJ,NNS
PRP,VBD,RBR,IN,DT,PRP$,NNS,VBP
VB,JJ,NN,NN,IN,PRP,VBZ,JJ
RB,VBN,JJ,IN,DT,JJ,JJ,NN
NNS,VBP,RP,NN,NNS,VBP,VBN,RP
VB,RP,IN,DT,NN,IN,DT,NN
RB,NN,VBZ,RB,VB,PRP,IN,DT
NN,NN,CC,VB,WRB,NN,VB,JJR
IN,DT,VBZ,WP,DT,NN,NN,VBP
JJ,MD,VB,NNS,TO,VB,PRP$,NNS
NN,WRB,NN,PRP,VBZ,TO,PRP$,NN
CC,WRB,PRP,VBP,NN,IN,JJ,NN
JJ,CC,JJ,WDT,VBZ,DT,NN,RB
NN,PRP,VBG,PRP,IN,VBG,PRP$,NN
RB,PRP,VBZ,DT,NN,CC,DT,NN
RB,VBZ,VBP,NN,RP,DT,NN,RB
PRP,VBP,NN,VBP,NNS,VBP,MD,VB
DT,NN,PRP$,NN,POS,RB,IN,NN
CC,PRP,VBD,VBG,IN,PRP,VBP,PRP
PRP$,NN,VBZ,DT,JJ,JJ,PRP$,NN
NN,IN,DT,NN,NN,NN,TO,VB
DT,NN,NN,MD,RB,VB,DT,NN
VB,PRP,RB,VBD,NN,IN,DT,NN
DT,VBZ,JJ,NN,CC,DT,VBZ,NN
NN,NN,NN,POS,NN,CC,NN,NN
PRP,VBP,RB,WP,PRP,VBP,TO,VB
NN,RB,JJ,NNS,NN,IN,PRP$,NNS
PRP$,NN,VBD,VBN,IN,DT,NN,WRB
CC,PDT,PRP$,NN,NN,VBP,JJ,NN
DT,JJ,VBP,VBZ,DT,NNS,CC,NNS
PRP,VBP,DT,NN,IN,NN,CD,NN
RB,NN,NN,VBP,JJ,NN,PRP,JJ
RB,VBG,IN,DT,NN,VBD,CC,VB
JJ,NN,VBD,PRP,IN,DT,NN,NN
PRP$,NN,IN,PRP$,NN,IN,DT,NN
DT,WRB,PRP,VBP,DT,VBZ,JJ,NN
DT,VBZ,DT,NN,IN,NN,VB,JJR
NN,FW,VB,NN,NN,IN,PRP,NNS
VB,PRP,VB,DT,NN,IN,DT,NN
WP,DT,NN,PRP,VBZ,IN,DT,NN
PRP,VBP,WRB,JJ,JJ,NNS,VBP,JJ
NN,VBD,JJ,VBD,JJ,VBD,JJ,VBD
RB,JJ,VBP,DT,RB,JJR,NN,RB
NN,NNS,VBZ,DT,JJ,NN,IN,NN
IN,DT,NN,IN,DT,NN,NN,NN
NN,IN,PRP,NNS,WRB,NN,VBD,PRP
NN,NN,VBP,JJ,NNS,CC,NN,NNS
VB,PRP,WP,IN,RB,MD,VB,NNS
NN,PRP,VBD,TO,VB,PRP,IN,NN
RB,RB,IN,DT,NN,IN,NN,VBD
VBN,TO,RB,VB,RB,RB,VBP,NN
IN,NN,TO,VB,NN,DT,JJ,NN
IN,CD,JJ,NN,NN,VBD,DT,NN
DT,PRP,NNS,VBP,PDT,DT,JJ,NNS
NN,VBP,VBG,PRP$,NN,VBG,IN,PRP
IN,PRP,VBP,RB,PRP,VBP,IN,PRP
CC,PRP,VBP,TO,VB,DT,JJ,NNS
NN,NN,PRP,WRB,JJ,VBP,IN,NN
VB,PRP$,NN,VB,PRP,WP,PRP,VBP
NN,NN,NN,NN,IN,IN,DT,NNS
PRP,VBP,VBP,DT,JJ,NN,POS,NN
DT,NN,NNS,RB,PRP,RB,VBD,NNS
DT,RB,JJ,NN,NN,TO,VB,PRP
RB,PRP,VBG,IN,NN,VBD,PRP$,NN
PRP,VBZ,IN,DT,NN,IN,DT,NN
PRP,VBZ,JJ,WRB,PRP,VBP,PRP,RP
NN,VBD,IN,JJ,NN,IN,PRP$,NN
RB,JJ,NN,NN,IN,JJ,VBP,DT
NN,VBD,PRP,VBD,DT,NN,IN,PRP
PRP,VBP,RB,JJ,CC,DT,NN,NN
IN,PDT,DT,NN,NN,VBD,IN,PRP
NN,VBP,DT,NN,DT,NN,VBZ,VBN
NN,VBP,NN,MD,VB,JJ,IN,PRP
NN,NN,NNS,VBZ,VBP,NN,NNS,NNS
RB,VB,PRP,DT,NN,IN,PRP$,NN
CC,PRP,VBP,WRB,NN,RB,VBD,RB
RB,VBN,NN,VBN,IN,DT,POS,NN
NN,NN,VBP,PRP,RP,IN,JJ,NN
NN,VBP,IN,DT,NN,VBZ,VB,IN
DT,VBZ,RB,WRB,JJ,VBP,JJ,NN
NN,CC,VB,PRP$,NN,NNS,CC,NNS
JJ,JJ,NN,VBG,DT,NNS,VBP,NN
RB,JJ,NN,NNS,VBP,DT,NN,NN
PRP,VBP,PRP$,NN,VBN,TO,VB,VBG
RB,VB,NN,JJ,MD,VB,DT,NN
CC,NN,IN,NN,NN,IN,DT,NN
PRP,VBP,RB,RB,VBN,TO,VB,RB
CC,NN,CC,VBP,IN,NNS,VBP,RB
NN,NNS,IN,JJ,NN,NN,IN,NN
VBP,RB,NN,JJR,IN,PRP$,NN,NN
RB,NNS,IN,WRB,JJ,NNS,IN,NN
NNS,VBP,RB,RB,VB,WP,DT,VBZ
NN,VBZ,PRP,PRP,VBZ,DT,JJ,NN
PRP,VBD,PRP,NNS,CC,VBD,PRP,VB
NN,NN,NNS,JJ,NN,NN,NNS,NN
NN,NNS,PRP,RP,DT,POS,JJ,NN
IN,DT,NN,IN,VBD,DT,NN,IN
IN,PRP,VBZ,DT,VBG,RB,TO,PRP
JJ,NN,VBD,CC,NN,IN,DT,NN
VB,DT,NN,CC,NN,CC,NN,NN
PRP$,NN,VBZ,JJ,CC,RB,IN,NN
PRP,VBD,DT,JJS,EX,VBD,IN,PRP
NN,IN,DT,NN,NNS,IN,DT,NN
CC,NN,VBD,PRP,RB,JJ,RB,VBP
NN,MD,VB,PRP$,NN,IN,DT,NN
NNS,RB,VBD,JJ,JJ,NN,NN,NN
VB,DT,JJ,NN,IN,NN,IN,RB
DT,NN,MD,RB,VB,PRP$,JJ,NN
NN,NN,VBP,JJ,NN,PRP,VBP,NN
TO,DT,NN,WRB,PRP,MD,VB,JJ
VBZ,IN,DT,CD,NN,IN,PRP$,NN
JJ,NN,RB,VBP,WP,VBZ,IN,NN
DT,VBZ,JJ,JJ,NN,POS,DT,NN
NNS,IN,DT,JJ,NN,VB,IN,PRP
WRB,PRP,VBZ,IN,NN,POS,DT,NN
VB,JJ,NN,IN,DT,NN,POS,NN
CC,VB,VBP,RB,VB,RB,VB,RB
DT,VBZ,VBN,RP,NN,NN,VBZ,VBG
VBN,PRP,DT,NN,IN,NN,NN,WP
PRP,VBP,IN,DT,JJ,NN,NNS,VB
VBG,PDT,DT,NNS,VBP,RP,IN,NN
NN,VBP,IN,DT,NN,VBD,NN,VBP
NN,VBD,DT,JJ,CD,TO,VB,PRP
NN,PRP,IN,VBP,VBP,IN,DT,NN
NN,NNS,PRP,VBP,VBN,NN,VBD,NN
PRP,VBP,DT,NN,WP,VBD,PRP,RP
NNS,RB,VBD,RB,VBN,PRP$,NN,JJ
CC,PRP,VBZ,DT,VBG,RB,TO,PRP
VBG,RP,PRP,VBP,NN,NN,VBG,RB
NN,WRB,VBD,PRP,WRB,NN,VBD,JJ
NN,NN,MD,RB,VB,PRP,TO,PRP
